repo_full_name,vintage_quarter,snapshot_sha,total_commits,ai_commits,ai_commit_fraction,tools_matched,first_ai_commit_date,marker_files_found
calesthio/OpenMontage,2026Q1,08e2151fa02de28a5d6a312b3d575692bf147ad7,449,31,0.06904231625835189,claude,2026-03-29T08:25:17-07:00,.claude/commands/animated-drawing.md;.claude/commands/backlot.md;.claude/commands/ink-art.md;.claude/launch.json;.claude/skills/acestep/SKILL.md;.claude/skills/agents/SKILL.md;.claude/skills/agents/references/agent-configuration.md;.claude/skills/agents/references/client-tools.md;.claude/skills/agents/references/installation.md;.claude/skills/agents/references/outbound-calls.md;.claude/skills/agents/references/widget-embedding.md;.claude/skills/ai-video-gen/SKILL.md;.claude/skills/avatar-video/SKILL.md;.claude/skills/avatar-video/references/assets.md;.claude/skills/avatar-video/references/avatars.md;.claude/skills/avatar-video/references/backgrounds.md;.claude/skills/avatar-video/references/captions.md;.claude/skills/avatar-video/references/dimensions.md;.claude/skills/avatar-video/references/photo-avatars.md;.claude/skills/avatar-video/references/quota.md;.claude/skills/avatar-video/references/remotion-integration.md;.claude/skills/avatar-video/references/scripts.md;.claude/skills/avatar-video/references/templates.md;.claude/skills/avatar-video/references/text-overlays.md;.claude/skills/avatar-video/references/video-generation.md;.claude/skills/avatar-video/references/video-status.md;.claude/skills/avatar-video/references/voices.md;.claude/skills/avatar-video/references/webhooks.md;.claude/skills/azure-speech-to-text/SKILL.md;.claude/skills/azure-text-to-speech/SKILL.md;.claude/skills/beautiful-mermaid/SKILL.md;.claude/skills/beautiful-mermaid/references/mermaid-syntax.md;.claude/skills/beautiful-mermaid/scripts/create-html.ts;.claude/skills/beautiful-mermaid/scripts/render.ts;.claude/skills/bfl-api/SKILL.md;.claude/skills/bfl-api/references/api-key-setup.md;.claude/skills/bfl-api/references/code-examples/curl-examples.sh;.claude/skills/bfl-api/references/code-examples/python-client.py;.claude/skills/bfl-api/references/code-examples/typescript-client.ts;.claude/skills/bfl-api/references/endpoints.md;.claude/skills/bfl-api/references/error-handling.md;.claude/skills/bfl-api/references/polling-patterns.md;.claude/skills/bfl-api/references/rate-limiting.md;.claude/skills/bfl-api/references/webhook-integration.md;.claude/skills/create-video/SKILL.md;.claude/skills/create-video/references/assets.md;.claude/skills/create-video/references/dimensions.md;.claude/skills/create-video/references/prompt-examples.md;.claude/skills/create-video/references/prompt-optimizer.md;.claude/skills/create-video/references/quota.md;.claude/skills/create-video/references/video-agent.md;.claude/skills/create-video/references/video-status.md;.claude/skills/create-video/references/visual-styles.md;.claude/skills/create-video/references/webhooks.md;.claude/skills/d3-viz/SKILL.md;.claude/skills/d3-viz/assets/chart-template.jsx;.claude/skills/d3-viz/assets/interactive-template.jsx;.claude/skills/d3-viz/assets/sample-data.json;.claude/skills/d3-viz/references/colour-schemes.md;.claude/skills/d3-viz/references/d3-patterns.md;.claude/skills/d3-viz/references/scale-reference.md;.claude/skills/elevenlabs/SKILL.md;.claude/skills/elevenlabs/reference.md;.claude/skills/faceswap/SKILL.md;.claude/skills/ffmpeg/SKILL.md;.claude/skills/ffmpeg/reference.md;.claude/skills/flux-best-practices/AGENTS.md;.claude/skills/flux-best-practices/SKILL.md;.claude/skills/flux-best-practices/rules/_sections.md;.claude/skills/flux-best-practices/rules/core-principles.md;.claude/skills/flux-best-practices/rules/flux1-models.md;.claude/skills/flux-best-practices/rules/flux2-models.md;.claude/skills/flux-best-practices/rules/hex-color-prompting.md;.claude/skills/flux-best-practices/rules/i2i-prompting.md;.claude/skills/flux-best-practices/rules/json-structured-prompting.md;.claude/skills/flux-best-practices/rules/model-selection-guide.md;.claude/skills/flux-best-practices/rules/multi-reference-editing.md;.claude/skills/flux-best-practices/rules/negative-prompt-alternatives.md;.claude/skills/flux-best-practices/rules/t2i-prompting.md;.claude/skills/flux-best-practices/rules/typography-text.md;.claude/skills/framer-motion/SKILL.md;.claude/skills/heygen/SKILL.md;.claude/skills/heygen/references/assets.md;.claude/skills/heygen/references/authentication.md;.claude/skills/heygen/references/avatars.md;.claude/skills/heygen/references/backgrounds.md;.claude/skills/heygen/references/captions.md;.claude/skills/heygen/references/dimensions.md;.claude/skills/heygen/references/photo-avatars.md;.claude/skills/heygen/references/prompt-examples.md;.claude/skills/heygen/references/prompt-optimizer.md;.claude/skills/heygen/references/quota.md;.claude/skills/heygen/references/remotion-integration.md;.claude/skills/heygen/references/scripts.md;.claude/skills/heygen/references/templates.md;.claude/skills/heygen/references/text-overlays.md;.claude/skills/heygen/references/video-agent.md;.claude/skills/heygen/references/video-generation.md;.claude/skills/heygen/references/video-status.md;.claude/skills/heygen/references/visual-styles.md;.claude/skills/heygen/references/voices.md;.claude/skills/heygen/references/webhooks.md;.claude/skills/lottie-bodymovin/SKILL.md;.claude/skills/ltx2/SKILL.md;.claude/skills/manim-composer/SKILL.md;.claude/skills/manim-composer/references/narrative-patterns.md;.claude/skills/manim-composer/references/scene-examples.md;.claude/skills/manim-composer/references/visual-techniques.md;.claude/skills/manim-composer/templates/scenes-template.md;.claude/skills/manimce-best-practices/LICENSE.txt;.claude/skills/manimce-best-practices/SKILL.md;.claude/skills/manimce-best-practices/examples/3d_visualization.py;.claude/skills/manimce-best-practices/examples/attention/__init__.py;.claude/skills/manimce-best-practices/examples/attention/helpers.py;.claude/skills/manimce-best-practices/examples/attention/scenes.py;.claude/skills/manimce-best-practices/examples/basic_animations.py;.claude/skills/manimce-best-practices/examples/graph_plotting.py;.claude/skills/manimce-best-practices/examples/lorenz_attractor.py;.claude/skills/manimce-best-practices/examples/math_visualization.py;.claude/skills/manimce-best-practices/examples/updater_patterns.py;.claude/skills/manimce-best-practices/rules/3d.md;.claude/skills/manimce-best-practices/rules/animation-groups.md;.claude/skills/manimce-best-practices/rules/animations.md;.claude/skills/manimce-best-practices/rules/axes.md;.claude/skills/manimce-best-practices/rules/camera.md;.claude/skills/manimce-best-practices/rules/cli.md;.claude/skills/manimce-best-practices/rules/colors.md;.claude/skills/manimce-best-practices/rules/config.md;.claude/skills/manimce-best-practices/rules/creation-animations.md;.claude/skills/manimce-best-practices/rules/graphing.md;.claude/skills/manimce-best-practices/rules/grouping.md;.claude/skills/manimce-best-practices/rules/latex.md;.claude/skills/manimce-best-practices/rules/lines.md;.claude/skills/manimce-best-practices/rules/mobjects.md;.claude/skills/manimce-best-practices/rules/positioning.md;.claude/skills/manimce-best-practices/rules/scenes.md;.claude/skills/manimce-best-practices/rules/shapes.md;.claude/skills/manimce-best-practices/rules/styling.md;.claude/skills/manimce-best-practices/rules/text-animations.md;.claude/skills/manimce-best-practices/rules/text.md;.claude/skills/manimce-best-practices/rules/timing.md;.claude/skills/manimce-best-practices/rules/transform-animations.md;.claude/skills/manimce-best-practices/rules/updaters.md;.claude/skills/manimce-best-practices/templates/basic_scene.py;.claude/skills/manimce-best-practices/templates/camera_scene.py;.claude/skills/manimce-best-practices/templates/threed_scene.py;.claude/skills/manimgl-best-practices/LICENSE.txt;.claude/skills/manimgl-best-practices/SKILL.md;.claude/skills/manimgl-best-practices/examples/attention_arcs_animation.py;.claude/skills/manimgl-best-practices/examples/attention_pattern_dots.py;.claude/skills/manimgl-best-practices/examples/attention_scenes.py;.claude/skills/manimgl-best-practices/examples/attention_softmax_masking.py;.claude/skills/manimgl-best-practices/examples/autoregressive_flow.py;.claude/skills/manimgl-best-practices/examples/basic_multihead.py;.claude/skills/manimgl-best-practices/examples/bloch_sphere_3d.py;.claude/skills/manimgl-best-practices/examples/block_collision_basic.py;.claude/skills/manimgl-best-practices/examples/blocks_3d.py;.claude/skills/manimgl-best-practices/examples/collision_phase_space.py;.claude/skills/manimgl-best-practices/examples/complex_s_plane.py;.claude/skills/manimgl-best-practices/examples/cost_function.py;.claude/skills/manimgl-best-practices/examples/cube_projection_3d.py;.claude/skills/manimgl-best-practices/examples/damped_solutions_splane.py;.claude/skills/manimgl-best-practices/examples/dot_product_visualization.py;.claude/skills/manimgl-best-practices/examples/double_slit_interference.py;.claude/skills/manimgl-best-practices/examples/eigenvalue_equations.py;.claude/skills/manimgl-best-practices/examples/eigenvector_flow_field.py;.claude/skills/manimgl-best-practices/examples/eigenvector_matrix_transformation.py;.claude/skills/manimgl-best-practices/examples/elastic_collision_vectors.py;.claude/skills/manimgl-best-practices/examples/embedding_matrix.py;.claude/skills/manimgl-best-practices/examples/equation_transforms.py;.claude/skills/manimgl-best-practices/examples/exponential_derivative.py;.claude/skills/manimgl-best-practices/examples/fibonacci_eigenvalues.py;.claude/skills/manimgl-best-practices/examples/gradient_descent_basic.py;.claude/skills/manimgl-best-practices/examples/hexagon_cube_correspondence.py;.claude/skills/manimgl-best-practices/examples/integration_visualization.py;.claude/skills/manimgl-best-practices/examples/laplace_integral.py;.claude/skills/manimgl-best-practices/examples/light_polarization.py;.claude/skills/manimgl-best-practices/examples/linear_regression.py;.claude/skills/manimgl-best-practices/examples/llm_prediction_pipeline.py;.claude/skills/manimgl-best-practices/examples/lorenz_attractor.py;.claude/skills/manimgl-best-practices/examples/lozenge_tiling.py;.claude/skills/manimgl-best-practices/examples/max_random_process.py;.claude/skills/manimgl-best-practices/examples/mlp_forward_pass.py;.claude/skills/manimgl-best-practices/examples/mlp_network_icon.py;.claude/skills/manimgl-best-practices/examples/mlp_neuron_activation.py;.claude/skills/manimgl-best-practices/examples/mlp_neurons_flow.py;.claude/skills/manimgl-best-practices/examples/mlp_relu_visualization.py;.claude/skills/manimgl-best-practices/examples/mlp_vector_space.py;.claude/skills/manimgl-best-practices/examples/mlp_weight_matrix.py;.claude/skills/manimgl-best-practices/examples/multi_head_attention.py;.claude/skills/manimgl-best-practices/examples/network_block_flow.py;.claude/skills/manimgl-best-practices/examples/neural_network_basic.py;.claude/skills/manimgl-best-practices/examples/parallax_starfield.py;.claude/skills/manimgl-best-practices/examples/probability_distribution.py;.claude/skills/manimgl-best-practices/examples/probability_output.py;.claude/skills/manimgl-best-practices/examples/quantum_gates.py;.claude/skills/manimgl-best-practices/examples/qubit_state_vector.py;.claude/skills/manimgl-best-practices/examples/query_key_dot_products.py;.claude/skills/manimgl-best-practices/examples/query_key_space_mapping.py;.claude/skills/manimgl-best-practices/examples/radial_wave_visualization.py;.claude/skills/manimgl-best-practices/examples/rotating_exponentials.py;.claude/skills/manimgl-best-practices/examples/semantic_similarity.py;.claude/skills/manimgl-best-practices/examples/simple_test.py;.claude/skills/manimgl-best-practices/examples/softmax_visualization.py;.claude/skills/manimgl-best-practices/examples/solve_damped_ode.py;.claude/skills/manimgl-best-practices/examples/spring_mass_system.py;.claude/skills/manimgl-best-practices/examples/sqrt_random_process.py;.claude/skills/manimgl-best-practices/examples/superposition_effect.py;.claude/skills/manimgl-best-practices/examples/three_d_surfaces.py;.claude/skills/manimgl-best-practices/examples/three_d_vector_space.py;.claude/skills/manimgl-best-practices/examples/token_embeddings_flow.py;.claude/skills/manimgl-best-practices/examples/token_probability_distribution.py;.claude/skills/manimgl-best-practices/examples/token_sampling.py;.claude/skills/manimgl-best-practices/examples/token_to_embedding.py;.claude/skills/manimgl-best-practices/examples/tokenization_demo.py;.claude/skills/manimgl-best-practices/examples/transit_animation.py;.claude/skills/manimgl-best-practices/examples/value_matrix_transform.py;.claude/skills/manimgl-best-practices/examples/vector_fields.py;.claude/skills/manimgl-best-practices/examples/wave_amplitude_visualization.py;.claude/skills/manimgl-best-practices/examples/weight_matrix_product.py;.claude/skills/manimgl-best-practices/examples/weights_vs_data.py;.claude/skills/manimgl-best-practices/examples/word_vector_analogy.py;.claude/skills/manimgl-best-practices/examples/zone_plate_hologram.py;.claude/skills/manimgl-best-practices/references/equation_transforms.md;.claude/skills/manimgl-best-practices/references/integration_visualization.md;.claude/skills/manimgl-best-practices/references/parallax_starfield.md;.claude/skills/manimgl-best-practices/references/rotating_exponentials.md;.claude/skills/manimgl-best-practices/references/spring_mass_system.md;.claude/skills/manimgl-best-practices/references/three_d_surfaces.md;.claude/skills/manimgl-best-practices/references/transit_animation.md;.claude/skills/manimgl-best-practices/references/vector_fields.md;.claude/skills/manimgl-best-practices/rules/3d.md;.claude/skills/manimgl-best-practices/rules/animation-groups.md;.claude/skills/manimgl-best-practices/rules/animations.md;.claude/skills/manimgl-best-practices/rules/camera.md;.claude/skills/manimgl-best-practices/rules/cli.md;.claude/skills/manimgl-best-practices/rules/colors.md;.claude/skills/manimgl-best-practices/rules/config.md;.claude/skills/manimgl-best-practices/rules/creation-animations.md;.claude/skills/manimgl-best-practices/rules/embedding.md;.claude/skills/manimgl-best-practices/rules/frame.md;.claude/skills/manimgl-best-practices/rules/interactive.md;.claude/skills/manimgl-best-practices/rules/mobjects.md;.claude/skills/manimgl-best-practices/rules/scenes.md;.claude/skills/manimgl-best-practices/rules/styling.md;.claude/skills/manimgl-best-practices/rules/t2c.md;.claude/skills/manimgl-best-practices/rules/tex.md;.claude/skills/manimgl-best-practices/rules/text.md;.claude/skills/manimgl-best-practices/rules/transform-animations.md;.claude/skills/manimgl-best-practices/templates/3d_scene.py;.claude/skills/manimgl-best-practices/templates/basic_scene.py;.claude/skills/manimgl-best-practices/templates/interactive_scene.py;.claude/skills/manimgl-best-practices/templates/math_scene.py;.claude/skills/music/SKILL.md;.claude/skills/music/references/api_reference.md;.claude/skills/music/references/installation.md;.claude/skills/playwright-recording/SKILL.md;.claude/skills/playwright-recording/reference.md;.claude/skills/remotion-best-practices/SKILL.md;.claude/skills/remotion-best-practices/rules/3d.md;.claude/skills/remotion-best-practices/rules/animations.md;.claude/skills/remotion-best-practices/rules/assets.md;.claude/skills/remotion-best-practices/rules/assets/charts-bar-chart.tsx;.claude/skills/remotion-best-practices/rules/assets/text-animations-typewriter.tsx;.claude/skills/remotion-best-practices/rules/assets/text-animations-word-highlight.tsx;.claude/skills/remotion-best-practices/rules/audio-visualization.md;.claude/skills/remotion-best-practices/rules/audio.md;.claude/skills/remotion-best-practices/rules/calculate-metadata.md;.claude/skills/remotion-best-practices/rules/can-decode.md;.claude/skills/remotion-best-practices/rules/charts.md;.claude/skills/remotion-best-practices/rules/compositions.md;.claude/skills/remotion-best-practices/rules/display-captions.md;.claude/skills/remotion-best-practices/rules/extract-frames.md;.claude/skills/remotion-best-practices/rules/ffmpeg.md;.claude/skills/remotion-best-practices/rules/fonts.md;.claude/skills/remotion-best-practices/rules/get-audio-duration.md;.claude/skills/remotion-best-practices/rules/get-video-dimensions.md;.claude/skills/remotion-best-practices/rules/get-video-duration.md;.claude/skills/remotion-best-practices/rules/gifs.md;.claude/skills/remotion-best-practices/rules/images.md;.claude/skills/remotion-best-practices/rules/import-srt-captions.md;.claude/skills/remotion-best-practices/rules/light-leaks.md;.claude/skills/remotion-best-practices/rules/lottie.md;.claude/skills/remotion-best-practices/rules/maps.md;.claude/skills/remotion-best-practices/rules/measuring-dom-nodes.md;.claude/skills/remotion-best-practices/rules/measuring-text.md;.claude/skills/remotion-best-practices/rules/parameters.md;.claude/skills/remotion-best-practices/rules/sequencing.md;.claude/skills/remotion-best-practices/rules/sfx.md;.claude/skills/remotion-best-practices/rules/subtitles.md;.claude/skills/remotion-best-practices/rules/tailwind.md;.claude/skills/remotion-best-practices/rules/text-animations.md;.claude/skills/remotion-best-practices/rules/timing.md;.claude/skills/remotion-best-practices/rules/transcribe-captions.md;.claude/skills/remotion-best-practices/rules/transitions.md;.claude/skills/remotion-best-practices/rules/transparent-videos.md;.claude/skills/remotion-best-practices/rules/trimming.md;.claude/skills/remotion-best-practices/rules/videos.md;.claude/skills/remotion-best-practices/rules/voiceover.md;.claude/skills/remotion/SKILL.md;.claude/skills/remotion/reference.md;.claude/skills/setup-api-key/SKILL.md;.claude/skills/sound-effects/SKILL.md;.claude/skills/sound-effects/references/installation.md;.claude/skills/speech-to-text/SKILL.md;.claude/skills/speech-to-text/references/installation.md;.claude/skills/speech-to-text/references/realtime-client-side.md;.claude/skills/speech-to-text/references/realtime-commit-strategies.md;.claude/skills/speech-to-text/references/realtime-events.md;.claude/skills/speech-to-text/references/realtime-server-side.md;.claude/skills/speech-to-text/references/transcription-options.md;.claude/skills/tailwind-design-system/SKILL.md;.claude/skills/text-to-speech/SKILL.md;.claude/skills/threejs-animation/SKILL.md;.claude/skills/threejs-fundamentals/SKILL.md;.claude/skills/threejs-geometry/SKILL.md;.claude/skills/threejs-interaction/SKILL.md;.claude/skills/threejs-lighting/SKILL.md;.claude/skills/threejs-loaders/SKILL.md;.claude/skills/threejs-materials/SKILL.md;.claude/skills/threejs-postprocessing/SKILL.md;.claude/skills/threejs-shaders/SKILL.md;.claude/skills/threejs-textures/SKILL.md;.claude/skills/vercel-composition-patterns/AGENTS.md;.claude/skills/vercel-composition-patterns/README.md;.claude/skills/vercel-composition-patterns/SKILL.md;.claude/skills/vercel-composition-patterns/rules/_sections.md;.claude/skills/vercel-composition-patterns/rules/_template.md;.claude/skills/vercel-composition-patterns/rules/architecture-avoid-boolean-props.md;.claude/skills/vercel-composition-patterns/rules/architecture-compound-components.md;.claude/skills/vercel-composition-patterns/rules/patterns-children-over-render-props.md;.claude/skills/vercel-composition-patterns/rules/patterns-explicit-variants.md;.claude/skills/vercel-composition-patterns/rules/react19-no-forwardref.md;.claude/skills/vercel-composition-patterns/rules/state-context-interface.md;.claude/skills/vercel-composition-patterns/rules/state-decouple-implementation.md;.claude/skills/vercel-composition-patterns/rules/state-lift-state.md;.claude/skills/vercel-react-best-practices/AGENTS.md;.claude/skills/vercel-react-best-practices/README.md;.claude/skills/vercel-react-best-practices/SKILL.md;.claude/skills/vercel-react-best-practices/rules/_sections.md;.claude/skills/vercel-react-best-practices/rules/_template.md;.claude/skills/vercel-react-best-practices/rules/advanced-event-handler-refs.md;.claude/skills/vercel-react-best-practices/rules/advanced-init-once.md;.claude/skills/vercel-react-best-practices/rules/advanced-use-latest.md;.claude/skills/vercel-react-best-practices/rules/async-api-routes.md;.claude/skills/vercel-react-best-practices/rules/async-defer-await.md;.claude/skills/vercel-react-best-practices/rules/async-dependencies.md;.claude/skills/vercel-react-best-practices/rules/async-parallel.md;.claude/skills/vercel-react-best-practices/rules/async-suspense-boundaries.md;.claude/skills/vercel-react-best-practices/rules/bundle-barrel-imports.md;.claude/skills/vercel-react-best-practices/rules/bundle-conditional.md;.claude/skills/vercel-react-best-practices/rules/bundle-defer-third-party.md;.claude/skills/vercel-react-best-practices/rules/bundle-dynamic-imports.md;.claude/skills/vercel-react-best-practices/rules/bundle-preload.md;.claude/skills/vercel-react-best-practices/rules/client-event-listeners.md;.claude/skills/vercel-react-best-practices/rules/client-localstorage-schema.md;.claude/skills/vercel-react-best-practices/rules/client-passive-event-listeners.md;.claude/skills/vercel-react-best-practices/rules/client-swr-dedup.md;.claude/skills/vercel-react-best-practices/rules/js-batch-dom-css.md;.claude/skills/vercel-react-best-practices/rules/js-cache-function-results.md;.claude/skills/vercel-react-best-practices/rules/js-cache-property-access.md;.claude/skills/vercel-react-best-practices/rules/js-cache-storage.md;.claude/skills/vercel-react-best-practices/rules/js-combine-iterations.md;.claude/skills/vercel-react-best-practices/rules/js-early-exit.md;.claude/skills/vercel-react-best-practices/rules/js-flatmap-filter.md;.claude/skills/vercel-react-best-practices/rules/js-hoist-regexp.md;.claude/skills/vercel-react-best-practices/rules/js-index-maps.md;.claude/skills/vercel-react-best-practices/rules/js-length-check-first.md;.claude/skills/vercel-react-best-practices/rules/js-min-max-loop.md;.claude/skills/vercel-react-best-practices/rules/js-request-idle-callback.md;.claude/skills/vercel-react-best-practices/rules/js-set-map-lookups.md;.claude/skills/vercel-react-best-practices/rules/js-tosorted-immutable.md;.claude/skills/vercel-react-best-practices/rules/rendering-activity.md;.claude/skills/vercel-react-best-practices/rules/rendering-animate-svg-wrapper.md;.claude/skills/vercel-react-best-practices/rules/rendering-conditional-render.md;.claude/skills/vercel-react-best-practices/rules/rendering-content-visibility.md;.claude/skills/vercel-react-best-practices/rules/rendering-hoist-jsx.md;.claude/skills/vercel-react-best-practices/rules/rendering-hydration-no-flicker.md;.claude/skills/vercel-react-best-practices/rules/rendering-hydration-suppress-warning.md;.claude/skills/vercel-react-best-practices/rules/rendering-resource-hints.md;.claude/skills/vercel-react-best-practices/rules/rendering-script-defer-async.md;.claude/skills/vercel-react-best-practices/rules/rendering-svg-precision.md;.claude/skills/vercel-react-best-practices/rules/rendering-usetransition-loading.md;.claude/skills/vercel-react-best-practices/rules/rerender-defer-reads.md;.claude/skills/vercel-react-best-practices/rules/rerender-dependencies.md;.claude/skills/vercel-react-best-practices/rules/rerender-derived-state-no-effect.md;.claude/skills/vercel-react-best-practices/rules/rerender-derived-state.md;.claude/skills/vercel-react-best-practices/rules/rerender-functional-setstate.md;.claude/skills/vercel-react-best-practices/rules/rerender-lazy-state-init.md;.claude/skills/vercel-react-best-practices/rules/rerender-memo-with-default-value.md;.claude/skills/vercel-react-best-practices/rules/rerender-memo.md;.claude/skills/vercel-react-best-practices/rules/rerender-move-effect-to-event.md;.claude/skills/vercel-react-best-practices/rules/rerender-no-inline-components.md;.claude/skills/vercel-react-best-practices/rules/rerender-simple-expression-in-memo.md;.claude/skills/vercel-react-best-practices/rules/rerender-split-combined-hooks.md;.claude/skills/vercel-react-best-practices/rules/rerender-transitions.md;.claude/skills/vercel-react-best-practices/rules/rerender-use-deferred-value.md;.claude/skills/vercel-react-best-practices/rules/rerender-use-ref-transient-values.md;.claude/skills/vercel-react-best-practices/rules/server-after-nonblocking.md;.claude/skills/vercel-react-best-practices/rules/server-auth-actions.md;.claude/skills/vercel-react-best-practices/rules/server-cache-lru.md;.claude/skills/vercel-react-best-practices/rules/server-cache-react.md;.claude/skills/vercel-react-best-practices/rules/server-dedup-props.md;.claude/skills/vercel-react-best-practices/rules/server-hoist-static-io.md;.claude/skills/vercel-react-best-practices/rules/server-parallel-fetching.md;.claude/skills/vercel-react-best-practices/rules/server-parallel-nested-fetching.md;.claude/skills/vercel-react-best-practices/rules/server-serialization.md;.claude/skills/video-download/SKILL.md;.claude/skills/video-edit/SKILL.md;.claude/skills/video-edit/references/operations.md;.claude/skills/video-translate/SKILL.md;.claude/skills/video-understand/SKILL.md;.claude/skills/video-understand/references/output-format.md;.claude/skills/video-understand/scripts/understand_video.py;.claude/skills/video_toolkit/SKILL.md;.claude/skills/visual-style/SKILL.md;.claude/skills/visual-style/references/connectors/figma.md;.claude/skills/visual-style/references/connectors/heygen-video-agent.md;.claude/skills/visual-style/references/connectors/html-slides.md;.claude/skills/visual-style/references/connectors/paper-design.md;.claude/skills/visual-style/references/extractors/from-pdf.md;.claude/skills/visual-style/references/extractors/from-video.md;.claude/skills/visual-style/references/extractors/from-website.md;.claude/skills/visual-style/references/gallery/game-boy-color.visual-style.md;.claude/skills/visual-style/references/gallery/heygen-ai-video.visual-style.md;.claude/skills/visual-style/references/gallery/mueller-brockmann-swiss.visual-style.md;.claude/skills/visual-style/references/gallery/neville-brody-industrial.visual-style.md;.claude/skills/visual-style/references/gallery/saul-bass-cinematic.visual-style.md;.claude/skills/visual-style/references/spec.md;.claude/skills/visual-style/references/templates/full.visual-style.md;.claude/skills/visual-style/references/templates/minimal.visual-style.md;.claude/skills/web-design-guidelines/SKILL.md;.cursor/commands/animated-drawing.md;.cursor/commands/backlot.md;.cursor/commands/ink-art.md;.cursor/rules/openmontage.mdc;.github/copilot-instructions.md;.windsurfrules;AGENTS.md;CLAUDE.md
Alishahryar1/free-claude-code,2026Q1,cb5b4305c521507aaf4848530ea5e2b2f46a79c4,857,15,0.01750291715285881,claude,2026-02-17T01:27:01Z,AGENTS.md;CLAUDE.md
HKUDS/nanobot,2026Q1,971b977a842a664a75860301dd60bb07e78bd3d1,3763,186,0.04942864735583311,claude;copilot;cursor;gemini,2026-02-02T08:55:21Z,AGENTS.md;CLAUDE.md
Imbad0202/academic-research-skills,2026Q1,127ff85e4bbfcdd10b95040537b6c6bd7ad17aeb,744,525,0.7056451612903226,claude,2026-02-26T14:28:48+08:00,.claude/CHANGELOG.md;.claude/CLAUDE.md;.github/copilot-instructions.md
volcengine/OpenViking,2026Q1,44a50180bf206eb983454797028b9c1251f8cde8,1837,170,0.09254218835057158,chatgpt_openai_codex;claude;cursor,2026-02-10T18:07:01+08:00,
agentscope-ai/QwenPaw,2026Q1,816f4f4c6bb3625701a3c1f48fb3a493b8c1db46,2258,8,0.00354295837023915,claude;copilot;cursor;gemini,2026-03-02T23:33:48+08:00,
Graphify-Labs/graphify,2026Q2,67f99bd0059dd1bac9e44382907ef9f10098b39f,1678,861,0.5131108462455304,chatgpt_openai_codex;claude;cursor;devin,2026-04-07T20:20:49+01:00,AGENTS.md
odysseus-dev/odysseus,2026Q2,934d23c0be29c9721385f34565c0ae2cbd60da04,2085,184,0.08824940047961631,claude;cursor,2026-06-01T02:31:39-03:00,
MemPalace/mempalace,2026Q2,f9297a228586ebbfc5ac37763793d6c89ef69104,1959,170,0.08677896886166411,claude;copilot;cursor;gemini,2026-04-06T13:34:39-07:00,AGENTS.md;CLAUDE.md
HKUDS/Vibe-Trading,2026Q2,ca94a93011eb0cbc92c5b24b78873dea6600d2be,2166,64,0.029547553093259463,claude;copilot;cursor,2026-05-09T10:38:35+08:00,
virgiliojr94/book-to-skill,2026Q2,a6cad12dee07a7700068e2aa51cba871ef3b5349,176,55,0.3125,claude;copilot;cursor,2026-04-30T22:09:33-04:00,AGENTS.md;CLAUDE.md
browser-use/video-use,2026Q2,9575612f066aa517354790a645fd90f9f95a743b,21,8,0.38095238095238093,claude,2026-04-15T15:47:06-07:00,
debpalash/VoiceStudio,2026Q2,18f56a7940f273f6a188ca5f1b74a1d2618878bd,2133,901,0.42240975152367555,claude;copilot;cursor,2026-04-18T17:20:19+05:30,.claude/agents/owner-judge.md;.claude/skills/omnivoice/SKILL.md;.claude/skills/omnivoice/references/engines-comparison.md;.claude/skills/omnivoice/references/mcp-setup.md;.claude/skills/omnivoice/scripts/check-health.sh;.claude/skills/omnivoice/scripts/record-reference.sh;.claude/skills/omnivoice/scripts/start-backend.sh;.claude/skills/omnivoice/scripts/stop-backend.sh;AGENTS.md;CLAUDE.md
browser-use/browser-harness,2026Q2,afbcc381b963040c19627d788e40c7e7663171ee,635,88,0.13858267716535433,claude;copilot;devin,2026-04-16T17:51:31-07:00,AGENTS.md;CLAUDE.md
Robbyant/lingbot-map,2026Q2,849e690bb086103637e44b1e91878d9d43a8bf0c,116,0,0.0,,,
microsoft/SkillOpt,2026Q2,79124b37e9a6371e13b753f8bcd7adb1e493ade1,531,160,0.3013182674199623,claude;copilot;cursor,2026-05-24T19:15:03Z,
andrewyng/openworker,2026Q3,5bc10d928e0b64aae74313349a3b17bd19643ae2,386,5,0.012953367875647668,claude,2026-07-26T23:56:06+05:30,.claude/launch.json
FlashML-org/FreeToken,2026Q3,af71ba43206e124f5ff6419b47ee36c6e9981078,56,0,0.0,,,AGENTS.md;CLAUDE.md
sapientinc/PRAXIST,2026Q3,9baf7dc85135a86df47cc7ed1c827a1e9dd4bd62,13,0,0.0,,,AGENTS.md
slvDev/esp32-ai,2026Q3,97018d50c9dd73cf1fec78a11f9f0c44563b9bff,66,0,0.0,,,
wang2122/sprix-sage-router,2026Q3,bdc9c24f0f7e170d807ffaeb630a478a5810b8d0,43,0,0.0,,,
kirodotdev/KiroCrew,2026Q3,6fa5519c88a852e13346607e7e45d775891cd195,5645,103,0.01824623560673162,claude;copilot;cursor,2026-08-06T00:10:20-07:00,AGENTS.md;CLAUDE.md
ShawnPana/phone-harness,2026Q3,6e47f24cd1d6110e9c72dc2bfe559d2ec709e56d,87,42,0.4827586206896552,claude,2026-08-07T14:43:41-07:00,
lebinh/ngxtop,2014Q1,ffce3c36b9e9358e4f3b504ce1036ddc4b37a6a8,34,0,0.0,,,
